Mobile,Message,Sender,Campaign name,Location,Provider,Send Time,Delivered Time,Status,Click Status,Click DateTime,Browser,Platform,IP Address,Click Count
9711010554,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:47,Delivered,No,,,,,
9711010555,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,VODAFONE,19-11-2022 09:26,19-11-2022 09:26,,,,,,,
9711010556,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,66.249.83.103,2
9711010557,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, HIMACHAL PRADESH ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010558,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, PUNJAB  ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Failed,,,,,,
9711010559,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, WEST BENGAL  ,RELIANCE,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,66.249.83.101,1
9711010560,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, RAJASTHAN ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010561,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, PUNJAB  ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,,,,,,,
9711010562,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.71,1
9711010563,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,VIDEOCON TELECOM,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010564,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:26,Failed,,,,,,
9711010565,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,66.249.93.226,1
9711010566,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010567,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,VODAFONE,19-11-2022 09:26,19-11-2022 09:26,,,,,,,
9711010568,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.69,3
9711010569,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, HARYANA  ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010570,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KOLKATA   ,RELIANCE,19-11-2022 09:26,20-11-2022 02:29,Failed,,,,,,
9711010571,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, HARYANA  ,RELIANCE,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,66.249.93.229,1
9711010572,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010573,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MUMBAI   ,VODAFONE,19-11-2022 09:26,19-11-2022 09:26,,,,,,,
9711010574,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,UNINOR,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.69,1
9711010575,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,RELIANCE,19-11-2022 09:26,19-11-2022 22:26,Delivered,No,,,,,
9711010576,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KARNATAKA ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Failed,,,,,,
9711010577,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, WEST BENGAL  ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,66.249.88.138,1
9711010578,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, BIHAR & JHARKHAND ,RELIANCE,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010579,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:26,,,,,,,
9711010580,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,IDEA,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.71,1
9711010581,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010582,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, BIHAR & JHARKHAND ,AIRTEL,19-11-2022 09:26,19-11-2022 22:26,Failed,,,,,,
9711010583,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ASSAM ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.73,1
9711010584,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,AIRCEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010585,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, HIMACHAL PRADESH ,STEL,19-11-2022 09:26,19-11-2022 09:26,,,,,,,
9711010586,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,66.249.83.101,1
9711010587,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010588,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ASSAM ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Failed,,,,,,
9711010589,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KOLKATA   ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.71,1
9711010590,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010591,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,,,,,,,
9711010592,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,RELIANCE,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,74.125.214.7,3
9711010593,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MUMBAI   ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010594,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ORISSA ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Failed,,,,,,
9711010595,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,IDEA,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.69,1
9711010596,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010597,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KARNATAKA ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,,,,,,,
9711010598,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,74.125.214.7,1
9711010599,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, RAJASTHAN ,AIRTEL,19-11-2022 09:26,19-11-2022 22:26,Delivered,No,,,,,
9711010600,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,UNINOR,19-11-2022 09:26,20-11-2022 02:36,Failed,,,,,,
9711010601,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,IDEA,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,66.249.93.229,1
9711010602,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, GUJARAT  ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010603,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:41,,,,,,,
9711010604,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.69,2
9711010605,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010606,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Failed,,,,,,
9711010607,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,66.102.9.230,1
9711010608,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:57,Delivered,No,,,,,
9711010609,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KARNATAKA ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,,,,,,,
9711010610,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.69,1
9711010611,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KARNATAKA ,VODAFONE,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010612,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,VODAFONE,19-11-2022 09:26,19-11-2022 09:26,Failed,,,,,,
9711010613,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,VODAFONE,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,74.125.214.5,1
9711010614,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, HARYANA  ,VIDEOCON TELECOM,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010615,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 22:26,,,,,,,
9711010616,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,TATA DOCOMO,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.69,1
9711010617,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:26,19-11-2022 09:26,Delivered,No,,,,,
9711010618,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,AIRTEL,19-11-2022 09:26,19-11-2022 09:26,Failed,,,,,,
9711010619,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, DELHI,VODAFONE,19-11-2022 09:26,19-11-2022 09:26,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.71,3
9711010620,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,RELIANCE,19-11-2022 09:25,19-11-2022 09:26,Delivered,No,,,,,
9711010621,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, PUNJAB  ,AIRTEL,19-11-2022 09:25,19-11-2022 09:26,,,,,,,
9711010622,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,64.233.172.69,1
9711010623,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, TAMILNADU  ,VODAFONE,19-11-2022 09:25,19-11-2022 09:26,Delivered,No,,,,,
9711010624,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,IDEA,19-11-2022 09:25,19-11-2022 09:26,Failed,,,,,,
9711010625,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, PUNJAB  ,VIDEOCON TELECOM,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,66.249.93.229,2
9711010626,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, BIHAR & JHARKHAND ,MTS,19-11-2022 09:25,19-11-2022 09:26,Delivered,No,,,,,
9711010627,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,AIRTEL,19-11-2022 09:25,19-11-2022 09:26,,,,,,,
9711010628,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MAHARASHTRA  ,RELIANCE,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,19-11-2022 21:26,Chrome,Linux,74.125.214.7,3
9711010629,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, BIHAR & JHARKHAND ,VODAFONE,19-11-2022 09:25,19-11-2022 09:26,Delivered,No,,,,,
9711010630,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,AIRTEL,19-11-2022 09:25,19-11-2022 09:25,Failed,,,,,,
9711010631,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, WEST BENGAL  ,RELIANCE,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,20-11-2022 02:36,Chrome,Linux,74.125.214.7,2
9711010632,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (E) ,UNINOR,19-11-2022 09:25,19-11-2022 09:26,Delivered,No,,,,,
9711010633,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, TAMILNADU  ,TATA DOCOMO,19-11-2022 09:25,19-11-2022 09:25,,,,,,,
9711010634,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,AIRTEL,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,19-11-2022 21:25,Chrome,Linux,66.249.83.101,3
9711010635,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, BIHAR & JHARKHAND ,AIRTEL,19-11-2022 09:25,19-11-2022 09:25,Delivered,No,,,,,
9711010636,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:25,19-11-2022 09:25,Failed,,,,,,
9711010637,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,VODAFONE,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,19-11-2022 21:25,Chrome,Linux,74.125.214.5,2
9711010638,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, CHENNAI   ,AIRTEL,19-11-2022 09:25,19-11-2022 09:25,Delivered,No,,,,,
9711010639,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, BIHAR & JHARKHAND ,BSNL,19-11-2022 09:25,19-11-2022 09:25,,,,,,,
9711010640,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,TATA DOCOMO,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,19-11-2022 21:25,Chrome,Linux,64.233.172.69,1
9711010641,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, RAJASTHAN ,RELIANCE,19-11-2022 09:25,19-11-2022 09:37,Delivered,No,,,,,
9711010642,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KARNATAKA ,AIRTEL,19-11-2022 09:25,19-11-2022 09:25,Failed,,,,,,
9711010643,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, MADHYA PRADESH & CHHATISGARH ,IDEA,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,19-11-2022 21:25,Chrome,Linux,66.249.83.103,1
9711010644,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ORISSA ,AIRTEL,19-11-2022 09:25,19-11-2022 09:25,Delivered,No,,,,,
9711010645,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, BIHAR & JHARKHAND ,AIRTEL,19-11-2022 09:25,19-11-2022 09:25,,,,,,,
9711010646,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, ANDHRA PRADESH ,AIRTEL,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,20-11-2022 02:28,Chrome,Linux,74.125.214.5,1
9711010647,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:25,19-11-2022 09:25,Delivered,No,,,,,
9711010648,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, UTTAR PRADESH (W) & UTTARAKHAND  ,IDEA,19-11-2022 09:25,19-11-2022 09:25,Failed,,,,,,
9711010649,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KARNATAKA ,AIRTEL,19-11-2022 09:25,19-11-2022 09:25,Delivered,Yes,19-11-2022 21:25,Chrome,Linux,64.233.172.73,3
9711010650,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, null,null,19-11-2022 09:25,19-11-2022 09:25,Delivered,No,,,,,
9711010651,"Diversify your Portfolio with BTC, ETH and more! Invest with CoinDCX & get Rs. 250 Amazon Voucher *. Download App: https://mtalkz.com/",MTAMOI,APP2, KARNATAKA ,TATA DOCOMO,19-11-2022 09:25,19-11-2022 09:25,,,,,,,
